label,time_s,x_g,y_g,z_g
0,0.0,-0.25414974,-0.91357188,0.3039543
0,0.02,-0.26599053,-0.88854753,0.29077074
0,0.04,-0.25720149,-0.891111,0.29003832
0,0.06,-0.21545355,-0.91344981,0.26928642
0,0.08,-0.2099604,-0.91808847,0.21350043
0,0.1,-0.19872996,-0.9130836,0.17504838
0,0.12,-0.20397897,-0.93517827,0.15978963000000002
0,0.14,-0.20471139,-0.96117918,0.10388157
0,0.16,-0.2343744,-0.96874752,0.04577625
0,0.18,-0.31347576,-0.9766820700000001,0.04406727
0,0.2,-0.38500878,-1.03710672,0.02893059
0,0.22,-0.33764562,-1.11071493,0.01989741
0,0.24,-0.19299267,-1.19494323,0.0068359200000000005
0,0.26,-0.07678203,-1.2122771700000001,0.02819817
0,0.28,-0.08520486000000001,-1.17602238,0.04687488
0,0.3,-0.10693332,-1.18175967,-0.02612298
0,0.32,-0.12915006,-1.20666195,-0.08459451
0,0.34,-0.10510227,-1.26134931,-0.14233362
0,0.36,-0.07580547,-1.28637366,-0.14538537
0,0.38,-0.04565418,-1.2744108,-0.14733849
0,0.4,-0.10632297,-1.28722815,-0.18029739
0,0.42,-0.09790014,-1.26977214,-0.20947212
0,0.44,-0.036376860000000004,-1.28490882,-0.18603468
0,0.46,0.03186027,-1.28954748,-0.18225051
0,0.48,0.07153302,-1.27782876,-0.18054153
0,0.5,0.07629375000000001,-1.28112465,-0.22973574
0,0.52,0.05761704,-1.24401537,-0.23156679
0,0.54,0.02221674,-1.2683073,-0.24133239
0,0.56,-0.0512694,-1.25451339,-0.24426207
0,0.58,-0.10327122,-1.20385434,-0.21887151
0,0.6,-0.12365691000000001,-1.17162786,-0.24804624
0,0.62,-0.10180638,-1.12707231,-0.21984807
0,0.64,-0.10644504,-1.05016821,-0.19506786
0,0.66,-0.11291475000000001,-1.00365954,-0.17980911
0,0.68,-0.06262191,-0.9863256,-0.14636193
0,0.7000000000000001,-0.09057594000000001,-0.94762941,-0.14001429
0,0.72,-0.16223103,-0.90502698,-0.16394001
