label,time_ms,x_lsb,y_lsb,z_lsb
1,0.0,-3198,-8098,-4394
1,20.0,-3281,-7613,-3851
1,40.0,-3044,-7613,-3214
1,60.0,-2671,-7419,-2540
1,80.0,-2316,-6973,-2128
1,100.0,-2284,-6307,-2172
1,120.0,-1898,-5769,-1810
1,140.0,-1576,-5509,-2024
1,160.0,-994,-5839,-1942
1,180.0,-880,-6195,-1985
1,200.0,-712,-6849,-1113
1,220.0,-672,-7383,-1731
1,240.0,-625,-7518,-2150
1,260.0,-559,-7989,-2414
1,280.0,-496,-8258,-2610
1,300.0,-780,-7914,-3165
1,320.0,-1539,-7056,-3765
1,340.0,-2062,-8139,-5721
1,360.0,-2491,-8432,-6130
1,380.0,-2714,-8065,-5103
1,400.0,-2390,-7190,-3887
1,420.0,-2011,-7071,-3367
1,440.0,-1243,-7313,-2829
1,460.0,-289,-7036,-2896
1,480.0,23,-5966,-2670
1,500.0,34,-6300,-3101
1,520.0,-44,-6864,-3157
1,540.0,-321,-5982,-2663
1,560.0,-940,-5919,-2834
1,580.0,-1628,-6081,-3071
1,600.0,-2006,-5646,-3441
1,620.0,-1935,-4861,-3263
1,640.0,-1233,-5979,-3115
1,660.0,-1099,-6321,-2592
1,680.0,-958,-7668,-2958
1,700.0,-1907,-7292,-3252
1,720.0,-2125,-7529,-3482
1,740.0,-2502,-7076,-4110
1,760.0,-2758,-7899,-4473
1,780.0,-2864,-7108,-4555
1,800.0,-2793,-7170,-5077
1,820.0,-2835,-7258,-5318
1,840.0,-3021,-6985,-5389
1,860.0,-3487,-6320,-5753
1,880.0,-3735,-6123,-6270
1,900.0,-3455,-6200,-6206
1,920.0,-3185,-7470,-6099
1,940.0,-3015,-6651,-5851
1,960.0,-3101,-7397,-6636
1,980.0,-3229,-7297,-6179
1,1000.0,-3017,-7946,-6211
1,1020.0,-2408,-7968,-5774
1,1040.0,-1409,-7643,-4879
1,1060.0,-242,-8086,-3694
1,1080.0,657,-8439,-2127
1,1100.0,857,-8022,-870
1,1120.0,1449,-6931,-1152
1,1140.0,2316,-7051,-3955
1,1160.0,1567,-6938,-5040
1,1180.0,294,-6744,-4275
1,1200.0,-394,-6094,-5173
1,1220.0,26,-4291,-4607
1,1240.0,324,-3490,-3481
1,1260.0,428,-3638,-4630
1,1280.0,877,-3631,-4556
1,1300.0,1470,-1970,-2375
1,1320.0,2296,-161,-3681
1,1340.0,1639,1244,-5667
1,1360.0,-8,1031,-3634
1,1380.0,825,1470,-1194
1,1400.0,1037,1819,-2281
1,1420.0,1083,1197,-1562
1,1440.0,564,1424,-888
1,1460.0,1450,1576,-1663
1,1480.0,602,2082,-615
1,1500.0,708,2006,-1832
1,1520.0,1078,2163,-778
1,1540.0,519,2298,-1151
1,1560.0,995,2063,-2657
1,1580.0,862,2118,-334
1,1600.0,1055,2001,-2411
1,1620.0,1338,1838,-2480
1,1640.0,1035,1907,-609
1,1660.0,1800,1681,-2875
1,1680.0,1435,1633,-1667
1,1700.0,25771,31036,-16776
1,1720.0,32767,32282,-32767
1,1740.0,9644,10560,12421
1,1760.0,-8309,2264,-2416
1,1780.0,-1058,1886,5229
1,1800.0,2248,1032,4666
1,1820.0,-3881,-777,-6266
1,1840.0,3138,-380,1353
1,1860.0,2436,1,5824
1,1880.0,-1154,-1460,-10917
1,1900.0,3623,193,1313
1,1920.0,2696,655,8432
1,1940.0,3692,-498,-10649
1,1960.0,32767,-999,7546
1,1980.0,24936,1959,392
1,2000.0,925,1404,-9937
1,2020.0,5155,649,-1582
1,2040.0,7063,412,3895
1,2060.0,8253,-4583,-9150
1,2080.0,1723,-547,-486
1,2100.0,10781,129,-6813
1,2120.0,12870,331,1412
1,2140.0,3742,660,-2482
1,2160.0,12880,-830,-1519
1,2180.0,5183,700,-167
1,2200.0,7079,13,-3881
1,2220.0,11830,-354,-2120
1,2240.0,6333,347,-1519
1,2260.0,8455,65,-4570
1,2280.0,5236,1208,1627
1,2300.0,5745,-326,-5434
1,2320.0,13933,-854,-1845
1,2340.0,5120,550,-2634
1,2360.0,10154,-523,-3213
1,2380.0,7758,-1206,-1155
1,2400.0,4506,1012,-3053
1,2420.0,11086,-818,-2034
1,2440.0,7007,269,-2487
1,2460.0,7963,-299,-2799
1,2480.0,7437,-23,-2344
1,2500.0,8449,50,-2628
1,2520.0,8039,-155,-2468
1,2540.0,7314,-13,-2573
1,2560.0,8279,-84,-2479
1,2580.0,8017,7,-2513
1,2600.0,7710,-139,-2547
1,2620.0,7938,-60,-2509
1,2640.0,8125,-82,-2522
1,2660.0,7808,-115,-2530
1,2680.0,7907,-67,-2524
1,2700.0,8040,-89,-2462
1,2720.0,7839,-52,-2562
1,2740.0,7902,-75,-2495
1,2760.0,7980,-76,-2518
1,2780.0,7865,-30,-2505
1,2800.0,7898,-75,-2540
1,2820.0,7992,-52,-2530
1,2840.0,7867,-38,-2520
1,2860.0,7907,-60,-2520
1,2880.0,7971,-33,-2506
1,2900.0,7916,-85,-2516
1,2920.0,7925,-68,-2527
1,2940.0,7926,-57,-2529
1,2960.0,7928,-84,-2522
1,2980.0,7921,-89,-2498
