label,time_ms,x_lsb,y_lsb,z_lsb
1,0.0,-447,-6467,-1845
1,20.0,-17,-6221,-1563
1,40.0,1273,-6208,-323
1,60.0,2852,-6458,857
1,80.0,4133,-6025,2286
1,100.0,4528,-5796,2510
1,120.0,4089,-5564,1760
1,140.0,4987,-5272,746
1,160.0,6932,-6634,-751
1,180.0,9797,-4527,-2257
1,200.0,11478,-7256,-4299
1,220.0,12598,-6877,-5881
1,240.0,11706,-7493,-8331
1,260.0,10567,-3628,-8431
1,280.0,10515,-9111,-8367
1,300.0,9601,-3732,-7315
1,320.0,9667,-4552,-6940
1,340.0,10378,-5289,-5962
1,360.0,10361,-5854,-4322
1,380.0,9835,-6151,-2244
1,400.0,8781,-6444,-657
1,420.0,7837,-6626,260
1,440.0,7113,-6378,656
1,460.0,6054,-6427,-853
1,480.0,5155,-6392,-1295
1,500.0,4804,-6348,-1463
1,520.0,4045,-6206,-1506
1,540.0,3025,-6142,-1735
1,560.0,2269,-6140,-2091
1,580.0,1805,-6087,-2285
1,600.0,1653,-6135,-2387
1,620.0,1589,-6016,-2517
1,640.0,1939,-5922,-3128
1,660.0,3052,-5886,-3269
1,680.0,4254,-5998,-3278
1,700.0,4754,-6050,-3428
1,720.0,4757,-5926,-3555
1,740.0,4625,-5884,-3598
1,760.0,4709,-5824,-3892
1,780.0,4905,-5842,-3991
1,800.0,5441,-5938,-3808
1,820.0,5691,-5979,-3568
1,840.0,5755,-5994,-3352
1,860.0,5933,-6051,-3110
1,880.0,6153,-6259,-2872
1,900.0,6178,-6196,-2522
1,920.0,5928,-6244,-2384
1,940.0,5443,-6228,-2324
1,960.0,5030,-6214,-2329
1,980.0,4703,-6185,-2446
1,1000.0,4378,-6200,-2502
1,1020.0,4076,-6188,-2433
1,1040.0,3874,-6203,-2274
1,1060.0,3534,-6212,-2139
1,1080.0,3142,-6283,-1964
1,1100.0,2615,-6337,-1634
1,1120.0,1698,-6254,-1133
1,1140.0,640,-6267,-627
1,1160.0,-118,-6213,-296
1,1180.0,-445,-5972,-89
1,1200.0,-727,-6004,-894
1,1220.0,-717,-5670,-1519
1,1240.0,281,-5948,-2023
1,1260.0,-388,-5582,-1414
1,1280.0,-692,-4981,-664
1,1300.0,-436,-4660,-1006
1,1320.0,-128,-4376,-1435
1,1340.0,-208,-4201,-1568
1,1360.0,-370,-3681,-1050
1,1380.0,-276,-3132,-827
1,1400.0,45,-2773,-1222
1,1420.0,88,-2480,-1482
1,1440.0,-116,-1875,-1354
1,1460.0,-77,-1147,-1116
1,1480.0,154,-459,-988
1,1500.0,318,95,-1176
1,1520.0,222,570,-1313
1,1540.0,201,975,-1419
1,1560.0,325,1373,-1176
1,1580.0,410,1586,-577
1,1600.0,481,1791,-1200
1,1620.0,179,2225,-491
1,1640.0,291,2027,-1157
1,1660.0,100,1760,-834
1,1680.0,-422,5063,1099
1,1700.0,2347,11002,-6203
1,1720.0,-32767,8211,32767
1,1740.0,-18179,21639,-20757
1,1760.0,-717,7846,12695
1,1780.0,6566,409,-4568
1,1800.0,10662,215,8881
1,1820.0,793,4560,12126
1,1840.0,5230,12460,6841
1,1860.0,-1372,18847,28740
1,1880.0,-3138,16258,-526
1,1900.0,-2427,12312,11862
1,1920.0,-4637,7625,17408
1,1940.0,5336,-528,-16743
1,1960.0,-1247,3993,7608
1,1980.0,3905,655,-1992
1,2000.0,8553,2184,-1295
1,2020.0,-3535,6550,7596
1,2040.0,4045,6186,-1954
1,2060.0,2112,-10047,-5244
1,2080.0,-6146,-18728,-2638
1,2100.0,1747,267,4537
1,2120.0,1544,3661,-12733
1,2140.0,-32767,11602,-20872
1,2160.0,2646,-3634,-1746
1,2180.0,4908,-3452,-13737
1,2200.0,-5622,-4121,-410
1,2220.0,5766,-2577,-4321
1,2240.0,-1340,-265,-1960
1,2260.0,-6163,-4480,-5761
1,2280.0,-871,1656,-23
1,2300.0,-7916,-393,6238
1,2320.0,-8552,-7290,-6065
1,2340.0,-25379,-1726,11360
1,2360.0,-13685,404,7396
1,2380.0,-3279,-659,-2981
1,2400.0,-4275,-949,3379
1,2420.0,-5692,-2234,-2019
1,2440.0,-10602,1113,7202
1,2460.0,-10924,-425,5234
1,2480.0,-7051,-1002,122
1,2500.0,-4763,-51,-2596
1,2520.0,-4465,412,-3205
1,2540.0,-8569,648,90
1,2560.0,-9980,-26,3517
1,2580.0,-8930,-905,5116
1,2600.0,-7192,-609,2663
1,2620.0,-7487,151,135
1,2640.0,-8319,259,234
1,2660.0,-8691,-1028,2445
1,2680.0,-9505,176,1657
1,2700.0,-7964,29,85
1,2720.0,-6112,264,-353
1,2740.0,-6007,518,-279
1,2760.0,-7107,-282,2078
1,2780.0,-8536,-1180,4929
1,2800.0,-10198,576,7573
1,2820.0,-6738,-981,1808
1,2840.0,-6910,-740,521
1,2860.0,-7393,1337,5190
1,2880.0,-7874,889,2628
1,2900.0,-8119,-1033,1432
1,2920.0,-7161,-971,3307
1,2940.0,-7439,869,1858
1,2960.0,-8521,923,1351
1,2980.0,-7569,-287,3542
